question;relation
what rammstein song did richard zven kruspe compose?;http://dbpedia.org/ontology/writer
aruvadai naal was written by?;http://dbpedia.org/ontology/writer
where did paul mansouroff die?;http://dbpedia.org/ontology/deathPlace
Name a person who was born in ankara;http://dbpedia.org/ontology/birthPlace
where did henri gouraud stop breathing;http://dbpedia.org/ontology/deathPlace
what kind of music does team9 create;http://dbpedia.org/ontology/genre
what tv show is a  interactive television genre;http://dbpedia.org/ontology/genre
Where was clint gosling born;http://dbpedia.org/ontology/birthPlace
which town was bela bartok born;http://dbpedia.org/ontology/birthPlace
in which time zone is jonestown located;http://dbpedia.org/ontology/timeZone
where did dina galli take her final breath;http://dbpedia.org/ontology/deathPlace
what film did richard harrison write;http://dbpedia.org/ontology/writer
what style of music does foxes belong to?;http://dbpedia.org/ontology/genre
what genre does change me belong to;http://dbpedia.org/ontology/genre
where can you find richard henry dana branch;http://dbpedia.org/ontology/location
what is the time zone of meadow brook township?;http://dbpedia.org/ontology/timeZone
what time zone is lot 50 in;http://dbpedia.org/ontology/timeZone
who are some rock music artists;http://dbpedia.org/ontology/genre
what story is produced by frieda (film);http://dbpedia.org/ontology/writer
What is the name of an album of the electronica music genre;http://dbpedia.org/ontology/genre
what type of music associated with the southern part of the Indian is performed by annamacharya;http://dbpedia.org/ontology/genre
what kind of music does michaelaaroneinziger make;http://dbpedia.org/ontology/genre
what nationality is sim jae-won?;http://dbpedia.org/ontology/birthPlace
what nationality is david rozgonyi;http://dbpedia.org/ontology/birthPlace
who is a member of the alternative metal band, Trapt;http://dbpedia.org/ontology/genre
what kind of music is vasco rossi known for;http://dbpedia.org/ontology/genre
which genre is human garbage - deviants live;http://dbpedia.org/ontology/genre
Who was born in philadelphia?;http://dbpedia.org/ontology/birthPlace
what genre of music does naughty boy release;http://dbpedia.org/ontology/genre
what type of movie is rammstein: lichtspielhaus;http://dbpedia.org/ontology/genre
Name a soft rock artist.;http://dbpedia.org/ontology/genre
Name someone born in Chile;http://dbpedia.org/ontology/birthPlace
where was craig gillespie born?;http://dbpedia.org/ontology/birthPlace
what is a city in north american central time zone;http://dbpedia.org/ontology/timeZone
where was miroslav holub born;http://dbpedia.org/ontology/birthPlace
What is the nationality of parvaneh amir-afshari?;http://dbpedia.org/ontology/birthPlace
who was born in arlington county?;http://dbpedia.org/ontology/birthPlace
what genre does the artist chieko kawabe perform;http://dbpedia.org/ontology/genre
is kingdom of heaven rock music or classical;http://dbpedia.org/ontology/genre
who was born in texas;http://dbpedia.org/ontology/birthPlace
where did daniel coulter reynolds die?;http://dbpedia.org/ontology/birthPlace
Where was satu silvo born?;http://dbpedia.org/ontology/birthPlace
Where was amir abdullah khan niazi's death?;http://dbpedia.org/ontology/deathPlace
what is the name of a garage rock artist;http://dbpedia.org/ontology/genre
what musical genre is the album  this is the warning;http://dbpedia.org/ontology/genre
who was the lyricist for the composition im waiting for the man;http://dbpedia.org/ontology/writer
Losice  belongs to which time zone;http://dbpedia.org/ontology/timeZone
Does the penance and the patience feature indie rock or psychedelic rock;http://dbpedia.org/ontology/genre
which city did miklos szabados die;http://dbpedia.org/ontology/deathPlace
what kind of music is demon kakka;http://dbpedia.org/ontology/genre
Where did snake wiltse pass away?;http://dbpedia.org/ontology/deathPlace
What is Byron Chamberlain's birthplace?;http://dbpedia.org/ontology/birthPlace
which american town is george w. thompson's place of death?;http://dbpedia.org/ontology/deathPlace
thomas pinckney passed away in this South Carolina city.;http://dbpedia.org/ontology/deathPlace
Who was a famous Bulgarian swing music artist?;http://dbpedia.org/ontology/genre
What country is amalia sanchez arino from;http://dbpedia.org/ontology/birthPlace
Who is someone that was born in rome?;http://dbpedia.org/ontology/birthPlace
where is seth thomas originally from;http://dbpedia.org/ontology/birthPlace
where was bob stewart born?;http://dbpedia.org/ontology/birthPlace
What genre of videogame is clash of steel?;http://dbpedia.org/ontology/genre
What netflix genre does the movie dark shadows belong to;http://dbpedia.org/ontology/genre
what kind of music does ainhoa cantalapiedra make;http://dbpedia.org/ontology/genre
what is the genre most associated with lee vincent;http://dbpedia.org/ontology/genre
Where did tzavalas karousos die;http://dbpedia.org/ontology/deathPlace
What is a county that falls in the eastern european time zone?;http://dbpedia.org/ontology/timeZone
what genre is the album oops! wrong planet;http://dbpedia.org/ontology/genre
what type of music does the long lost make;http://dbpedia.org/ontology/genre
what type of game is ghen war;http://dbpedia.org/ontology/genre
what kind of music does mocca make?;http://dbpedia.org/ontology/genre
Where was kari kimmel born?;http://dbpedia.org/ontology/birthPlace
Where was g. stanley hall born;http://dbpedia.org/ontology/birthPlace
Where was criss angel born;http://dbpedia.org/ontology/birthPlace
where was shotton born;http://dbpedia.org/ontology/birthPlace
what movie did edward anhalt write?;http://dbpedia.org/ontology/writer
where is michael ben-aris birth place;http://dbpedia.org/ontology/birthPlace
What English city is john oshea born in?;http://dbpedia.org/ontology/birthPlace
what city did augustus dickens die in?;http://dbpedia.org/ontology/deathPlace
who is a rock music artist?;http://dbpedia.org/ontology/genre
Which program is a reality television show?;http://dbpedia.org/ontology/genre
Where did abdullah al-harari die;http://dbpedia.org/ontology/deathPlace
which time zone is used in east new sarajevo;http://dbpedia.org/ontology/timeZone
Where was franz karl achard born;http://dbpedia.org/ontology/birthPlace
what type of music is a day late and a dollar short;http://dbpedia.org/ontology/genre
where did richard quine pass away;http://dbpedia.org/ontology/deathPlace
Who is one person born in the bronx?;http://dbpedia.org/ontology/birthPlace
where in canada was pete laframboise born?;http://dbpedia.org/ontology/birthPlace
where was elif jale yesilirmak born?;http://dbpedia.org/ontology/birthPlace
which musician plays bolero;http://dbpedia.org/ontology/genre
which city did fritz odemar die;http://dbpedia.org/ontology/deathPlace
what kind of game is feel ski;http://dbpedia.org/ontology/genre
Who wrote the story for the man from snowy river ii;http://dbpedia.org/ontology/writer
Who is an artist that makes world music?;http://dbpedia.org/ontology/genre
is the show the shadow line a drama or a comedy;http://dbpedia.org/ontology/genre
what type of album is vertigo;http://dbpedia.org/ontology/genre
where did anton tomaz linhart die;http://dbpedia.org/ontology/deathPlace
is ...for the kids alternative hip hop or rock;http://dbpedia.org/ontology/genre
big bill morganfield creates what genre of music;http://dbpedia.org/ontology/genre
Where did richard devon die?;http://dbpedia.org/ontology/deathPlace
What is the genre of music trademark makes?;http://dbpedia.org/ontology/genre
Which city in Brazil was antonio anastasia born in;http://dbpedia.org/ontology/birthPlace
what are albums of indie rock music by Adelphi in 2005;http://dbpedia.org/ontology/genre
What genre of album is not without love;http://dbpedia.org/ontology/genre
which artist performs the genre new jack swing;http://dbpedia.org/ontology/genre
What's a location in north american central time zone;http://dbpedia.org/ontology/timeZone
Where was j. n. williamson birthed;http://dbpedia.org/ontology/birthPlace
what composition was kris kristofferson the composer of;http://dbpedia.org/ontology/writer
what musical category is jack off jill;http://dbpedia.org/ontology/genre
where in europe did vsevolod garshin died in?;http://dbpedia.org/ontology/deathPlace
what film was  kenneth grahame the writer of;http://dbpedia.org/ontology/writer
what kind of music does dj ashba play;http://dbpedia.org/ontology/genre
which j-pop artist started out in 2003?;http://dbpedia.org/ontology/genre
Where in tokyo was shinji higuchi born;http://dbpedia.org/ontology/birthPlace
Where was robert d. maxwell born;http://dbpedia.org/ontology/birthPlace
What is a tourist attraction that is located in ottawa;http://dbpedia.org/ontology/location
where did  sammy strang die;http://dbpedia.org/ontology/deathPlace
Where did muhammad juman die?;http://dbpedia.org/ontology/deathPlace
What type of game is star fighter;http://dbpedia.org/ontology/genre
Where was the birth place of peter durber?;http://dbpedia.org/ontology/birthPlace
where in england is richey edwards from?;http://dbpedia.org/ontology/birthPlace
where was solomon dodashvili born;http://dbpedia.org/ontology/birthPlace
What writer was born in thailand?;http://dbpedia.org/ontology/birthPlace
What is the name of a gothic rock album?;http://dbpedia.org/ontology/genre
Name a musician in the j-pop genre.;http://dbpedia.org/ontology/genre
what type of music is bill callahan (musician) known for?;http://dbpedia.org/ontology/genre
which city was henri busser born in;http://dbpedia.org/ontology/birthPlace
what kind of music is on the album age of reason?;http://dbpedia.org/ontology/genre
Who was born in the netherlands?;http://dbpedia.org/ontology/birthPlace
Name a person born in mississippi.;http://dbpedia.org/ontology/birthPlace
what song lyrics have john darnielle written?;http://dbpedia.org/ontology/writer
What's a composition from imogen heap;http://dbpedia.org/ontology/writer
what kind of music does renaldo lapuz perform;http://dbpedia.org/ontology/genre
what locations are in the north american central time zone?;http://dbpedia.org/ontology/timeZone
what music genre is sam watters?;http://dbpedia.org/ontology/genre
what is the time zone that fountain inn is in?;http://dbpedia.org/ontology/timeZone
What's the time zone in farmington township;http://dbpedia.org/ontology/timeZone
which song did john bonham compose;http://dbpedia.org/ontology/writer
who is the lyricist of the song kiss on my list?;http://dbpedia.org/ontology/writer
Where was jadon lavik born;http://dbpedia.org/ontology/birthPlace
what is the genre of the album r.e.m. live;http://dbpedia.org/ontology/genre
what is the title of the film that brunello rondi was the writer for;http://dbpedia.org/ontology/writer
what type of music does moloko belong to;http://dbpedia.org/ontology/genre
who was born in sigmaringen?;http://dbpedia.org/ontology/birthPlace
where did francois villiers pass away;http://dbpedia.org/ontology/deathPlace
Which city was sashi reddi born in;http://dbpedia.org/ontology/birthPlace
which underground hip hop artist is from the bronx?;http://dbpedia.org/ontology/genre
what is a type of electronica music?;http://dbpedia.org/ontology/genre
what genre of game is age of mythology;http://dbpedia.org/ontology/genre
what type of music is the album flat-pack philosophy;http://dbpedia.org/ontology/genre
what type of music does sweet tea make;http://dbpedia.org/ontology/genre
what song did john butler write lyrics for?;http://dbpedia.org/ontology/writer
who was born in new york city?;http://dbpedia.org/ontology/birthPlace
what genre of music is no borders here;http://dbpedia.org/ontology/genre
beck, bogert & appice plays what kind of music?;http://dbpedia.org/ontology/genre
who wrote the film the last king of scotland;http://dbpedia.org/ontology/writer
where did saint serapia die?;http://dbpedia.org/ontology/deathPlace
what kind of game is contagion;http://dbpedia.org/ontology/genre
What is the nationality of rade veljovic;http://dbpedia.org/ontology/birthPlace
What genre is serious fun;http://dbpedia.org/ontology/genre
what type of music is tono rosario;http://dbpedia.org/ontology/genre
which state is charles gates dawes house located in;http://dbpedia.org/ontology/location
what man was born in the united states;http://dbpedia.org/ontology/birthPlace
What genre of music is bitterside known for?;http://dbpedia.org/ontology/genre
who was hard target written by;http://dbpedia.org/ontology/writer
Who is someone that was born in chesterfield?;http://dbpedia.org/ontology/birthPlace
what type of genre does the face the nation belong to?;http://dbpedia.org/ontology/genre
Where is yasser rayyan from?;http://dbpedia.org/ontology/birthPlace
which artist makes dance music?;http://dbpedia.org/ontology/genre
what is the time zone of pulteney, new york;http://dbpedia.org/ontology/timeZone
where did hugo zoller die;http://dbpedia.org/ontology/deathPlace
which continent is vatnajokull located in;http://dbpedia.org/ontology/location
which artist performs rock music?;http://dbpedia.org/ontology/genre
which US city was johnny johnston born in;http://dbpedia.org/ontology/birthPlace
What is the name of a popular dance-pop DJ;http://dbpedia.org/ontology/genre
name an italian actress born in rome;http://dbpedia.org/ontology/birthPlace
What's a track written by kelly clarkson;http://dbpedia.org/ontology/writer
Who is an artist of folk music?;http://dbpedia.org/ontology/genre
who plays hard rock;http://dbpedia.org/ontology/genre
who is a  metalcore  artist;http://dbpedia.org/ontology/genre
where is the place of death of ella cora hind?;http://dbpedia.org/ontology/deathPlace
what program is a variety show?;http://dbpedia.org/ontology/genre
Where in the US is the north american central time zone used;http://dbpedia.org/ontology/timeZone
Name someone who was born in athens;http://dbpedia.org/ontology/birthPlace
What's an attraction located in hastings;http://dbpedia.org/ontology/location
who was born in amman?;http://dbpedia.org/ontology/birthPlace
what kind of music does mzekezeke perform;http://dbpedia.org/ontology/genre
which sculptor was born in baza?;http://dbpedia.org/ontology/birthPlace
Who composed sadeness (part i);http://dbpedia.org/ontology/writer
Which musician composed it's different for girls;http://dbpedia.org/ontology/writer
What is the name of an alternative rock album;http://dbpedia.org/ontology/genre
What would be considered post-punk;http://dbpedia.org/ontology/genre
where in the united states did herbert fields pass away?;http://dbpedia.org/ontology/deathPlace
what album is an example of vocal jazz?;http://dbpedia.org/ontology/genre
where was  paulo maluf born;http://dbpedia.org/ontology/birthPlace
where did evelyn kozak pass away;http://dbpedia.org/ontology/deathPlace
What is a dance music album?;http://dbpedia.org/ontology/genre
what artist is a form of chill out music?;http://dbpedia.org/ontology/genre
What kind of music does zakopower make?;http://dbpedia.org/ontology/genre
where did daniel ruggles die;http://dbpedia.org/ontology/deathPlace
What is a new wave music album;http://dbpedia.org/ontology/genre
Which artist plays the genre thrash metal?;http://dbpedia.org/ontology/genre
what type of music does drive-by argument make?;http://dbpedia.org/ontology/genre
what genre type is charly alberti;http://dbpedia.org/ontology/genre
what singer from Yugoslavia is known for his rock music;http://dbpedia.org/ontology/genre
what kind of artist are the chiffons?;http://dbpedia.org/ontology/genre
which baseball pitcher was born in pittsburgh;http://dbpedia.org/ontology/birthPlace
what album of an Australian singer produced pop music;http://dbpedia.org/ontology/genre
where was giovanni antonio amadeo born;http://dbpedia.org/ontology/birthPlace
Where is ray stevens originally from?;http://dbpedia.org/ontology/birthPlace
Which artist would be called jazz;http://dbpedia.org/ontology/genre
What genre is by the throat?;http://dbpedia.org/ontology/genre
Which genre of music is found on the album santana iii: legacy edition;http://dbpedia.org/ontology/genre
Who was the composer of fake;http://dbpedia.org/ontology/writer
what genre of music best describes the popsicle ep;http://dbpedia.org/ontology/genre
name a person who was born in macclesfield?;http://dbpedia.org/ontology/birthPlace
Where was theodore jasper born;http://dbpedia.org/ontology/birthPlace
Name a Jazz musician.;http://dbpedia.org/ontology/genre
What netflix genre does the dick van dyke show belong to;http://dbpedia.org/ontology/genre
where did thomas rowlandson die?;http://dbpedia.org/ontology/deathPlace
where was mick hulligans place of death;http://dbpedia.org/ontology/deathPlace
What is an example of an album of the power metal genre?;http://dbpedia.org/ontology/genre
What kind of a game is city of the dead;http://dbpedia.org/ontology/genre
which state is moore-mann house in;http://dbpedia.org/ontology/location
where in the united states was irving gertz born?;http://dbpedia.org/ontology/birthPlace
what is the name of a album whose genre is heavy metal;http://dbpedia.org/ontology/genre
What is parviz sayyad's nationality;http://dbpedia.org/ontology/birthPlace
what kind of music is colette carr associated with;http://dbpedia.org/ontology/genre
where was kenneth scott latourette born;http://dbpedia.org/ontology/birthPlace
who composed i have dreamed;http://dbpedia.org/ontology/writer
What is the name of an indie band;http://dbpedia.org/ontology/genre
who wrote the story for the film three women?;http://dbpedia.org/ontology/writer
what's a song that abel meeropol composed;http://dbpedia.org/ontology/writer
who is someone that was born in sao paulo;http://dbpedia.org/ontology/birthPlace
what artist writes music within the hard rock genre?;http://dbpedia.org/ontology/genre
Name a film based on a nora roberts novel;http://dbpedia.org/ontology/writer
where was laszlo lajtha born;http://dbpedia.org/ontology/birthPlace
Name an album by the group Ugly Kid Joe;http://dbpedia.org/ontology/genre
what is an album that is considered electronica;http://dbpedia.org/ontology/genre
what types of tv program is chasing classic cars;http://dbpedia.org/ontology/genre
What kind of music is blood: franz ferdinand;http://dbpedia.org/ontology/genre
what kinds of music is for long tomorrow;http://dbpedia.org/ontology/genre
What is the location of ron mueck's birth?;http://dbpedia.org/ontology/birthPlace
Where did infante alfonso, duke of calabria perish;http://dbpedia.org/ontology/deathPlace
Who was born in famagusta?;http://dbpedia.org/ontology/birthPlace
What kind of punk music do the cover ups play;http://dbpedia.org/ontology/genre
Where was pausanias (general) born?;http://dbpedia.org/ontology/birthPlace
Where did mischa spoliansky die;http://dbpedia.org/ontology/deathPlace
Name a stand-up comedy album by Steven Wright.;http://dbpedia.org/ontology/genre
which film score composer is from  chicago;http://dbpedia.org/ontology/birthPlace
What is the origin of lumidee;http://dbpedia.org/ontology/birthPlace
What is the music genre of the album yume miru uchuu?;http://dbpedia.org/ontology/genre
Where is william fung from;http://dbpedia.org/ontology/birthPlace
what argentinian place did luis perlotti die;http://dbpedia.org/ontology/deathPlace
Who is a vocalist that plays rock music;http://dbpedia.org/ontology/genre
what type of music is featured in the life on a plate album;http://dbpedia.org/ontology/genre
What town is rancho camulos a part of?;http://dbpedia.org/ontology/location
what type of music does solar soul play;http://dbpedia.org/ontology/genre
Who is someone that was born in washington heights?;http://dbpedia.org/ontology/birthPlace
Who is a popular pop music artist;http://dbpedia.org/ontology/genre
where did charles m. dale die?;http://dbpedia.org/ontology/deathPlace
what is the location associated with bright light bright light birth;http://dbpedia.org/ontology/birthPlace
what is dosa junior's nationality?;http://dbpedia.org/ontology/birthPlace
made from technetium could be best described as what?;http://dbpedia.org/ontology/genre
what kind of music is buffalo daughter known for;http://dbpedia.org/ontology/genre
who was born in richmond?;http://dbpedia.org/ontology/birthPlace
What type of music is the album gone fishin?;http://dbpedia.org/ontology/genre
where was odilo globocnik born;http://dbpedia.org/ontology/birthPlace
What type of music does the band joey capes bad loud play;http://dbpedia.org/ontology/genre
Which time zone is kaumakani, hawaii in ?;http://dbpedia.org/ontology/timeZone
what album is under the genre screamo?;http://dbpedia.org/ontology/genre
Name an indie rock artist.;http://dbpedia.org/ontology/genre
Who are artist of pop music?;http://dbpedia.org/ontology/genre
where did james parrott die?;http://dbpedia.org/ontology/deathPlace
which asian country is shin saburi's place of death?;http://dbpedia.org/ontology/deathPlace
what's a playstation exclusive racing game;http://dbpedia.org/ontology/genre
what genre of music does alfreda gerald sing;http://dbpedia.org/ontology/genre
what country is pacheco pass in?;http://dbpedia.org/ontology/location
which album is indie rock;http://dbpedia.org/ontology/genre
what kind of music is blood speaks;http://dbpedia.org/ontology/genre
in what time zone is pincehely located;http://dbpedia.org/ontology/timeZone
composer alex turner (musician)  wrote what song for the arctic monkeys;http://dbpedia.org/ontology/writer
Who is a center back born is ilkeston;http://dbpedia.org/ontology/birthPlace
who was born in the city of vancouver;http://dbpedia.org/ontology/birthPlace
which film director is from san francisco;http://dbpedia.org/ontology/birthPlace
where was greg wood born;http://dbpedia.org/ontology/birthPlace
which person was born in cullman, alabama;http://dbpedia.org/ontology/birthPlace
what music does senses fail play?;http://dbpedia.org/ontology/genre
where was henry pedris born;http://dbpedia.org/ontology/birthPlace
what kind of music does chic-ism feature;http://dbpedia.org/ontology/genre
Where was naomi shemer born;http://dbpedia.org/ontology/birthPlace
Where did bert barlow die;http://dbpedia.org/ontology/deathPlace
Who's a professional golfer born in albuquerque;http://dbpedia.org/ontology/birthPlace
where was paola igliori born?;http://dbpedia.org/ontology/birthPlace
what film was  noel coward the film story contributor of;http://dbpedia.org/ontology/writer
Who was born in west monroe;http://dbpedia.org/ontology/birthPlace
what genre is the video game lost word of jenny;http://dbpedia.org/ontology/genre
Name a person born in Melrose in Greater Boston;http://dbpedia.org/ontology/birthPlace
where is brad bryant from;http://dbpedia.org/ontology/birthPlace
Who was a notable figure born in vienna;http://dbpedia.org/ontology/birthPlace
What is a crossover thrash album?;http://dbpedia.org/ontology/genre
dancemania 6 belongs to which music genre?;http://dbpedia.org/ontology/genre
where specifically did robert smith pass away;http://dbpedia.org/ontology/deathPlace
Where was samuel hoar born;http://dbpedia.org/ontology/birthPlace
what compositions are by randy newman?;http://dbpedia.org/ontology/writer
What kind of artist is yearning?;http://dbpedia.org/ontology/genre
which album is alternative hip hop;http://dbpedia.org/ontology/genre
Who wrote the film komedie om geld;http://dbpedia.org/ontology/writer
what album is a type of pop music?;http://dbpedia.org/ontology/genre
what city was jack matthews born in;http://dbpedia.org/ontology/birthPlace
Name someone who was born in Stockholm;http://dbpedia.org/ontology/birthPlace
What is the name of a composition by omar rodriguez-lopez;http://dbpedia.org/ontology/writer
Who perished in rogelio a. gonzalez;http://dbpedia.org/ontology/deathPlace
who is a film producer born in istanbul;http://dbpedia.org/ontology/birthPlace
what are some shoot em up games;http://dbpedia.org/ontology/genre
where was edmund cooper (congressman) born;http://dbpedia.org/ontology/birthPlace
what is the genre of the artist swing kids;http://dbpedia.org/ontology/genre
What is the name of an interactive fiction game?;http://dbpedia.org/ontology/genre
where did knud karl krogh-tonning die;http://dbpedia.org/ontology/deathPlace
Name a person born in oakland.;http://dbpedia.org/ontology/birthPlace
what songs have minnie riperton composed?;http://dbpedia.org/ontology/writer
Who's a musician that writes classical music;http://dbpedia.org/ontology/genre
what kind of album is twice the speed of life;http://dbpedia.org/ontology/genre
What type of music is featured on the album snails;http://dbpedia.org/ontology/genre
what kind game is evil genius (video game);http://dbpedia.org/ontology/genre
which album is of the country rock genre;http://dbpedia.org/ontology/genre
Which singer/actor was born in providence, rhode island?;http://dbpedia.org/ontology/birthPlace
where was billy greer given birth;http://dbpedia.org/ontology/birthPlace
what is a compilation album from Swedish rock music artist;http://dbpedia.org/ontology/genre
where was jean shepherd born;http://dbpedia.org/ontology/birthPlace
who was born in dortmund?;http://dbpedia.org/ontology/birthPlace
what is the name of an jazz fusion album;http://dbpedia.org/ontology/genre
What type of music do the black eyed peas sing?;http://dbpedia.org/ontology/genre
where did donal mccann die;http://dbpedia.org/ontology/deathPlace
who is the lyricist of the song the district sleeps alone tonight?;http://dbpedia.org/ontology/writer
what type of music is you cross my path?;http://dbpedia.org/ontology/genre
what hospitals are in sydney?;http://dbpedia.org/ontology/location
Axel Cedric Konan was born where?;http://dbpedia.org/ontology/birthPlace
Who wrote the story to the fourth man;http://dbpedia.org/ontology/writer
who is someone that was born in  pomerania;http://dbpedia.org/ontology/birthPlace
what state is wells fargo center in?;http://dbpedia.org/ontology/location
who was an artist for the genre dance music;http://dbpedia.org/ontology/genre
what is the name of a known person that was born in dhaka;http://dbpedia.org/ontology/birthPlace
where was siddiq barmak born;http://dbpedia.org/ontology/birthPlace
what is the computer videogame genre of ssx tricky;http://dbpedia.org/ontology/genre
where was kiro gligorov born;http://dbpedia.org/ontology/birthPlace
what is the genre of hot streets;http://dbpedia.org/ontology/genre
who is the screen writer of shrek;http://dbpedia.org/ontology/writer
what genre of music does the band army of anyone play?;http://dbpedia.org/ontology/genre
Which country does santos ortega have nationality;http://dbpedia.org/ontology/birthPlace
where was george dennick wick born;http://dbpedia.org/ontology/birthPlace
What are people born in roxboro refered to as;http://dbpedia.org/ontology/birthPlace
what genre of music does michael marshall perform;http://dbpedia.org/ontology/genre
what kind of music is on the great escape?;http://dbpedia.org/ontology/genre
who composed swlabr;http://dbpedia.org/ontology/writer
what kind film is live at slane castle;http://dbpedia.org/ontology/genre
where was satish kaushik given birth;http://dbpedia.org/ontology/birthPlace
where was prokofy dzhaparidze born?;http://dbpedia.org/ontology/birthPlace
Name a glamour model born in manchester;http://dbpedia.org/ontology/birthPlace
What is the genre of music by the fairies;http://dbpedia.org/ontology/genre
What's an opera written by sergei rachmaninoff;http://dbpedia.org/ontology/writer
where did ignacy potocki die;http://dbpedia.org/ontology/deathPlace
where did john page spend his last day of life;http://dbpedia.org/ontology/deathPlace
Where did michael de larrabeiti die;http://dbpedia.org/ontology/deathPlace
Name a shooter game;http://dbpedia.org/ontology/genre
which member of snow patrol also produces house music;http://dbpedia.org/ontology/genre
what type of music does special ed perform;http://dbpedia.org/ontology/genre
Where does lord wind hail from?;http://dbpedia.org/ontology/birthPlace
what screenwriter was born in sikeston;http://dbpedia.org/ontology/birthPlace
which subset of rock and roll best describes tailor made (album);http://dbpedia.org/ontology/genre
What type of music does david robidoux create;http://dbpedia.org/ontology/genre
who's a famous person born in canada;http://dbpedia.org/ontology/birthPlace
what tourist attraction is in quito;http://dbpedia.org/ontology/location
What band plays honky-tonk music;http://dbpedia.org/ontology/genre
What's a tv episode that j. michael straczynski has written;http://dbpedia.org/ontology/writer
what tourist attraction is in revelstoke;http://dbpedia.org/ontology/location
who was born in london?;http://dbpedia.org/ontology/birthPlace
Which Filipino basketball player was born in Iloilo City?;http://dbpedia.org/ontology/birthPlace
Who was born in the united states;http://dbpedia.org/ontology/birthPlace
who was born in glasgow?;http://dbpedia.org/ontology/birthPlace
which city locates ladies literary club clubhouse;http://dbpedia.org/ontology/location
which music genre is southern hospitality in;http://dbpedia.org/ontology/genre
One individual born in dayton, ohio is?;http://dbpedia.org/ontology/birthPlace
what kind of music does space uk make?;http://dbpedia.org/ontology/genre
Where was thomas price's place of birth?;http://dbpedia.org/ontology/birthPlace
What is something to do in adelaide;http://dbpedia.org/ontology/location
Where did mehmet akif ersoy die;http://dbpedia.org/ontology/deathPlace
In which country was alexander imich born?;http://dbpedia.org/ontology/birthPlace
which film did cornell woolrich contribute to?;http://dbpedia.org/ontology/writer
what genre of music does brynn gersmehl create;http://dbpedia.org/ontology/genre
what genre of music does de phazz create;http://dbpedia.org/ontology/genre
where did taras borodajkewycz die;http://dbpedia.org/ontology/deathPlace
Where was gunther brandt born;http://dbpedia.org/ontology/birthPlace
what is a folk rock only released in the netherlands;http://dbpedia.org/ontology/genre
Name someone who was born in paris;http://dbpedia.org/ontology/birthPlace
what genre is the album anthology;http://dbpedia.org/ontology/genre
what is the name of an artist who makes indie rock music;http://dbpedia.org/ontology/genre
where was Virgilio Fossati born?;http://dbpedia.org/ontology/birthPlace
what kind of music is peter cincotti known for writing;http://dbpedia.org/ontology/genre
Who's a politician born in rockbridge county;http://dbpedia.org/ontology/birthPlace
What category can family guy be found under on netflix;http://dbpedia.org/ontology/genre
What genre is mirror, mirror;http://dbpedia.org/ontology/genre
what city was aoi nakamura born in;http://dbpedia.org/ontology/birthPlace
Who composed high school;http://dbpedia.org/ontology/writer
What genre is the music album jhootha hi sahi?;http://dbpedia.org/ontology/genre
where in italy is antonio casertano's place of death?;http://dbpedia.org/ontology/deathPlace
What genre of music is on the album rancid;http://dbpedia.org/ontology/genre
who is a known person born in  lausanne;http://dbpedia.org/ontology/birthPlace
what type of computer video game is langrisser v: the end of legend;http://dbpedia.org/ontology/genre
whats luke mcshane's place of birth;http://dbpedia.org/ontology/birthPlace
where did randy wiles's mother give birth;http://dbpedia.org/ontology/birthPlace
where was nicholas stone born;http://dbpedia.org/ontology/birthPlace
what are tourist attractions in helsinki;http://dbpedia.org/ontology/location
who is the lyricist of readymade?;http://dbpedia.org/ontology/writer
Who is an artist of latin pop?;http://dbpedia.org/ontology/genre
whos a known rhythm and blues artist;http://dbpedia.org/ontology/genre
What time zone is the city of blanchard in?;http://dbpedia.org/ontology/timeZone
which city was sammy kershaw born;http://dbpedia.org/ontology/birthPlace
What type of music does aki yashiro make?;http://dbpedia.org/ontology/genre
where in the world did mary ball washington die;http://dbpedia.org/ontology/deathPlace
what person was born in frankfurt?;http://dbpedia.org/ontology/birthPlace
what museum is located in  roanoke;http://dbpedia.org/ontology/location
Name juli erickson's country of origin.;http://dbpedia.org/ontology/birthPlace
who is a man born in menlo park;http://dbpedia.org/ontology/birthPlace
What's an album under the cantopop genre?;http://dbpedia.org/ontology/genre
which country album was recorded by the dixie chicks?;http://dbpedia.org/ontology/genre
what album is metalcore?;http://dbpedia.org/ontology/genre
what is the tourist attraction at bahir dar?;http://dbpedia.org/ontology/location
who was born in gifhorn;http://dbpedia.org/ontology/birthPlace
what city was nicola duffett born in;http://dbpedia.org/ontology/birthPlace
what is a church music album;http://dbpedia.org/ontology/genre
where in new york was  eric rofes born;http://dbpedia.org/ontology/birthPlace
Where was eric owens born?;http://dbpedia.org/ontology/birthPlace
What kind of music does esser make?;http://dbpedia.org/ontology/genre
who was born in natchez, mississippi;http://dbpedia.org/ontology/birthPlace
what genre was the computer videogame grand ages: rome;http://dbpedia.org/ontology/genre
Does leon breeden write jazz or heavy metal;http://dbpedia.org/ontology/genre
What is the name of a popular romance film;http://dbpedia.org/ontology/genre
What's an example of a hard rock album;http://dbpedia.org/ontology/genre
What is the title of a pop music album;http://dbpedia.org/ontology/genre
what is the name of a alternative rock album;http://dbpedia.org/ontology/genre
What was in the film story credits for alejandro jodorowsky;http://dbpedia.org/ontology/writer
what kind of music does viktor tsoi make;http://dbpedia.org/ontology/genre
