question;predicate
what language is heard in the taming of sunnybrook nell;http://dbpedia.org/ontology/language
what kind of music is e-tribe known for?;http://dbpedia.org/ontology/genre
what is the composition by bill berry?;http://dbpedia.org/ontology/writer
Name a card game;http://dbpedia.org/ontology/genre
which song did daryl hall write;http://dbpedia.org/ontology/writer
what position does marco ivan perez play?;http://dbpedia.org/ontology/position
What sort of music was recorded for breathless;http://dbpedia.org/ontology/genre
Where did alfred marshall die?;http://dbpedia.org/ontology/deathPlace
what type of music is elephant jokes;http://dbpedia.org/ontology/genre
who wrote the lyrics to let it go?;http://dbpedia.org/ontology/writer
what language was sleepwalking land originally written in?;http://dbpedia.org/ontology/language
Who wrote the film thunderbolt and lightfoot?;http://dbpedia.org/ontology/writer
what is the name of a science fiction book;http://dbpedia.org/ontology/literaryGenre
who was born in new york city;http://dbpedia.org/ontology/birthPlace
what position does eric dade play in football;http://dbpedia.org/ontology/position
What did julia donaldson write?;http://dbpedia.org/ontology/author
 omer vered is known for playing what soccer position;http://dbpedia.org/ontology/position
where in new york was howard wainer's birthplace?;http://dbpedia.org/ontology/birthPlace
What is tor marius gromstad's birth place;http://dbpedia.org/ontology/birthPlace
Where is seven stories located?;http://dbpedia.org/ontology/location
Who is the author from the book the worms of kukumlima;http://dbpedia.org/ontology/author
What baseball position is played by paul brown;http://dbpedia.org/ontology/position
who is the director of the guns and roses -- ik junoon movie;http://dbpedia.org/ontology/director
what is an action game?;http://dbpedia.org/ontology/genre
where is zoltan Agh born;http://dbpedia.org/ontology/birthPlace
Where was amir abdullah khan niazi's death?;http://dbpedia.org/ontology/deathPlace
What is an example of a crime fiction book;http://dbpedia.org/ontology/literaryGenre
who born in waubay and served in WWII and the korean war;http://dbpedia.org/ontology/birthPlace
Which city did gottlieb stephanie die in;http://dbpedia.org/ontology/deathPlace
alternative metal can be seen in what album?;http://dbpedia.org/ontology/genre
which type of music is associated with tess;http://dbpedia.org/ontology/genre
What type of musical style does mark mueller belong to?;http://dbpedia.org/ontology/genre
who was born in willemstad?;http://dbpedia.org/ontology/birthPlace
where did kurt hoffmann die?;http://dbpedia.org/ontology/deathPlace
what is located in millersburg;http://dbpedia.org/ontology/location
what music is db boulevard known for?;http://dbpedia.org/ontology/genre
What position does football player burakcan kunt play?;http://dbpedia.org/ontology/position
who directed mercy;http://dbpedia.org/ontology/director
what kind of music does joey moi play;http://dbpedia.org/ontology/genre
Where did keshavram kashiram shastri die;http://dbpedia.org/ontology/deathPlace
What genre of music does cold war kids make?;http://dbpedia.org/ontology/genre
Who was born in aldershot?;http://dbpedia.org/ontology/birthPlace
what is a rock music album?;http://dbpedia.org/ontology/genre
What position does kevin welsh play;http://dbpedia.org/ontology/position
who is someone that was born in sao paulo;http://dbpedia.org/ontology/birthPlace
Which genre of music is on the album solo para fanaticos;http://dbpedia.org/ontology/genre
what is the genre of live at the meadowlands;http://dbpedia.org/ontology/genre
who was the director for the wild things;http://dbpedia.org/ontology/director
who directed the film nightwing?;http://dbpedia.org/ontology/director
What type of music is bruce watson known for creating;http://dbpedia.org/ontology/genre
What is the genre of music martin belmont makes?;http://dbpedia.org/ontology/genre
Which actress was born in london?;http://dbpedia.org/ontology/birthPlace
what album has alternative rock;http://dbpedia.org/ontology/genre
Name a folk music album;http://dbpedia.org/ontology/genre
Who's a senator born in manchester;http://dbpedia.org/ontology/birthPlace
what is one of robert caro's works;http://dbpedia.org/ontology/author
what position does american football player matt bowen play;http://dbpedia.org/ontology/position
which position does piyachart tamaphan play;http://dbpedia.org/ontology/position
what album is a type of americana (music)?;http://dbpedia.org/ontology/genre
what is the label that herb pedersen is under?;http://dbpedia.org/ontology/recordLabel
Who was the executive producer of casino royale;http://dbpedia.org/ontology/producer
who was born in tahiti;http://dbpedia.org/ontology/birthPlace
what song was written by harry nilsson;http://dbpedia.org/ontology/writer
where in the world did jesse owens take his last breath;http://dbpedia.org/ontology/deathPlace
which baseball position does sonny hoffman play;http://dbpedia.org/ontology/position
what kind of music is on screaming blue murder: dedicated to phil lynott?;http://dbpedia.org/ontology/genre
what is the genre of the computer videogame tekken 2;http://dbpedia.org/ontology/genre
What is the nationality of ty warner;http://dbpedia.org/ontology/birthPlace
what city was mario haasborn;http://dbpedia.org/ontology/birthPlace
What's a soul music album featuring estelle;http://dbpedia.org/ontology/genre
what position is lorenzo faravelli charged of;http://dbpedia.org/ontology/position
where did eiffel 65 come from?;http://dbpedia.org/ontology/hometown
Which city in europe was gabriel-hippolyte destailleur born in;http://dbpedia.org/ontology/birthPlace
what position does football player peter moller play at?;http://dbpedia.org/ontology/position
Where did robert f. mcdermott end his life?;http://dbpedia.org/ontology/deathPlace
what's a historic site in flat rock;http://dbpedia.org/ontology/location
who was the lyricist of the composition waterloo sunset?;http://dbpedia.org/ontology/writer
who is a basketball player whose position is  shooting guard;http://dbpedia.org/ontology/position
Who was born at the bronx?;http://dbpedia.org/ontology/birthPlace
What is heinrich fraenkel's nationality;http://dbpedia.org/ontology/birthPlace
What sort of music does herbie hancock perform;http://dbpedia.org/ontology/genre
What is a county that can be found in the utc-5 time zone?;http://dbpedia.org/ontology/timeZone
what types of tv program is pretty guardian sailormoon;http://dbpedia.org/ontology/genre
Name a person born in new york city;http://dbpedia.org/ontology/birthPlace
Which genre of music does ekho record?;http://dbpedia.org/ontology/genre
which country is chantal daucourt from;http://dbpedia.org/ontology/birthPlace
is the way i am soul music is dance music;http://dbpedia.org/ontology/genre
who directed dragon squad?;http://dbpedia.org/ontology/director
which famous bodyguard was born in chicago;http://dbpedia.org/ontology/birthPlace
how can dealing with dragons be classified by genre;http://dbpedia.org/ontology/literaryGenre
Ingmar bergman directed what film?;http://dbpedia.org/ontology/director
richard shaw brown performs what type of music?;http://dbpedia.org/ontology/genre
What's a city that uses eastern european time;http://dbpedia.org/ontology/timeZone
who is a  metalcore  artist;http://dbpedia.org/ontology/genre
what album plays gothic metal music?;http://dbpedia.org/ontology/genre
What country is phil quinlan from;http://dbpedia.org/ontology/birthPlace
Who was born in famagusta?;http://dbpedia.org/ontology/birthPlace
who composed radio nowhere;http://dbpedia.org/ontology/writer
which genre of music does vanity beach play;http://dbpedia.org/ontology/genre
under which label does emma hewitt work;http://dbpedia.org/ontology/recordLabel
Name a person born in Fernie, British Columbia.;http://dbpedia.org/ontology/birthPlace
What genre is wizards of waverly place;http://dbpedia.org/ontology/genre
what type of music does tin star orphans make;http://dbpedia.org/ontology/genre
who directed special bulletin;http://dbpedia.org/ontology/director
Who is the author of the novel of mice and men?;http://dbpedia.org/ontology/author
Name a reggae musician.;http://dbpedia.org/ontology/genre
what genre is dave clark (canadian musician);http://dbpedia.org/ontology/genre
who was born in crestline?;http://dbpedia.org/ontology/birthPlace
what kind of music does jean-michel pilc make;http://dbpedia.org/ontology/genre
Who is an artist on warner bros. records label?;http://dbpedia.org/ontology/recordLabel
what city was john roche born in?;http://dbpedia.org/ontology/birthPlace
Which city did bill hinchman die in;http://dbpedia.org/ontology/deathPlace
What sort of movie is atomic train;http://dbpedia.org/ontology/genre
What record label is red simpson associated with;http://dbpedia.org/ontology/recordLabel
what is the genre of jonny quest;http://dbpedia.org/ontology/genre
Name someone from new haven;http://dbpedia.org/ontology/birthPlace
where in japan is hiroki wada originally from;http://dbpedia.org/ontology/hometown
what genre does exit project create;http://dbpedia.org/ontology/genre
Who directed the film schindler's list;http://dbpedia.org/ontology/director
which city in ireland was sean finn born;http://dbpedia.org/ontology/birthPlace
What is the name of a industrial music album?;http://dbpedia.org/ontology/genre
What position does kit mueller play;http://dbpedia.org/ontology/position
where was albert lee born;http://dbpedia.org/ontology/birthPlace
which state was aedin mincks born in;http://dbpedia.org/ontology/birthPlace
who created the story of the movie avana ivan;http://dbpedia.org/ontology/writer
where in southern california was kirk fox born;http://dbpedia.org/ontology/birthPlace
where in canada did poledo originate from?;http://dbpedia.org/ontology/hometown
who directed life during wartime;http://dbpedia.org/ontology/director
Where was giovanni pascoli deceased?;http://dbpedia.org/ontology/deathPlace
What kind of music does jessy dixon record?;http://dbpedia.org/ontology/genre
who is new york city the birth place of;http://dbpedia.org/ontology/birthPlace
in what language is embers film spoken;http://dbpedia.org/ontology/language
What is the origin of the artist Mastilo?;http://dbpedia.org/ontology/hometown
Name someone who was born in jakarta;http://dbpedia.org/ontology/birthPlace
Where is vbirds originally from;http://dbpedia.org/ontology/hometown
what does lucas digne do in soccer;http://dbpedia.org/ontology/position
What kind of music is en la madrugada se fue;http://dbpedia.org/ontology/genre
what city and state was daniel hernandez born;http://dbpedia.org/ontology/birthPlace
what kind of music can be found on the album called nothing to lose;http://dbpedia.org/ontology/genre
what music is stand?;http://dbpedia.org/ontology/genre
what is the genre of the artist cryoftheafflicted;http://dbpedia.org/ontology/genre
which french actress was born in manosque;http://dbpedia.org/ontology/birthPlace
what anime could be considered like an action film;http://dbpedia.org/ontology/genre
Who was born in the european city of freudenstadt?;http://dbpedia.org/ontology/birthPlace
who was born in texas;http://dbpedia.org/ontology/birthPlace
what film did joe roth produce?;http://dbpedia.org/ontology/producer
Which timezone is glencoe located in;http://dbpedia.org/ontology/timeZone
what position does fabio giordano play;http://dbpedia.org/ontology/position
what is the genre of the album dose;http://dbpedia.org/ontology/genre
What time zone is used in pelham;http://dbpedia.org/ontology/timeZone
what kind of music does chapman whitney streetwalkers play;http://dbpedia.org/ontology/genre
what episode was directed by laura innes?;http://dbpedia.org/ontology/director
what type of music is king of the blues;http://dbpedia.org/ontology/genre
what type of music does my life with the thrill kill kult make?;http://dbpedia.org/ontology/genre
Name a person named in the united states.;http://dbpedia.org/ontology/birthPlace
what films have been produced under sidney kimmel?;http://dbpedia.org/ontology/producer
Which city broadcasts kvea radio;http://dbpedia.org/ontology/location
Where did ernst podder die;http://dbpedia.org/ontology/deathPlace
what is a japanese rock music album;http://dbpedia.org/ontology/genre
What was the place of death of frank chance;http://dbpedia.org/ontology/deathPlace
Who is the author of the book city of djinns;http://dbpedia.org/ontology/author
what book is written by fawn m. brodie?;http://dbpedia.org/ontology/author
what type of music does zuri west play;http://dbpedia.org/ontology/genre
Who is a heavy metal artist;http://dbpedia.org/ontology/genre
what kind of music does side walk slam make?;http://dbpedia.org/ontology/genre
what is a tourist attraction in 1770, queensland;http://dbpedia.org/ontology/location
which language is used in the iron claw;http://dbpedia.org/ontology/language
who composed it's a new day;http://dbpedia.org/ontology/writer
where was jean-louis debre born;http://dbpedia.org/ontology/birthPlace
what kinds of music is joe's menage;http://dbpedia.org/ontology/genre
what position does damaso espino play in baseball;http://dbpedia.org/ontology/position
what kind of video game is carmen sandiego: the secret of the stolen drums;http://dbpedia.org/ontology/genre
What is a known song that steve vai has written;http://dbpedia.org/ontology/writer
what artist plays blues-rock music?;http://dbpedia.org/ontology/genre
What genre of music is the album domestica?;http://dbpedia.org/ontology/genre
what are alternative metal artists;http://dbpedia.org/ontology/genre
which musician is considered a cabaret artist;http://dbpedia.org/ontology/genre
Who was the producer on flying swords of dragon gate;http://dbpedia.org/ontology/producer
What genre is paddy keenan?;http://dbpedia.org/ontology/genre
What is the name of a country artist;http://dbpedia.org/ontology/genre
what record is produced by ronnie mcdowell;http://dbpedia.org/ontology/recordLabel
what's a death metal band;http://dbpedia.org/ontology/genre
what type of music does boom boom satellites play;http://dbpedia.org/ontology/genre
What professor was born in brooklyn?;http://dbpedia.org/ontology/birthPlace
What position does bjorn anklev play?;http://dbpedia.org/ontology/position
which european nation does nembrionic belong to?;http://dbpedia.org/ontology/hometown
Where is ernesto mejia from?;http://dbpedia.org/ontology/birthPlace
Name a person born in budapest.;http://dbpedia.org/ontology/birthPlace
which country is john raphael from;http://dbpedia.org/ontology/birthPlace
what argentinian place did luis perlotti die;http://dbpedia.org/ontology/deathPlace
Who was born in the city of katsina?;http://dbpedia.org/ontology/birthPlace
which subset of rock and roll best describes tailor made (album);http://dbpedia.org/ontology/genre
what genre of music does erik wroldsen like?;http://dbpedia.org/ontology/genre
Name a person born in alytus.;http://dbpedia.org/ontology/birthPlace
what country did christine noonan pass away in;http://dbpedia.org/ontology/deathPlace
which electronica album was produced by the band sparks?;http://dbpedia.org/ontology/genre
who is an artist known in hip hop music;http://dbpedia.org/ontology/genre
rocketship originated in what california city;http://dbpedia.org/ontology/hometown
in which italian city is vanna brosio from;http://dbpedia.org/ontology/birthPlace
Where is yasser rayyan from?;http://dbpedia.org/ontology/birthPlace
what's a book that qualifies as fiction;http://dbpedia.org/ontology/literaryGenre
what language is django shoots first spoken in?;http://dbpedia.org/ontology/language
who wrote the martian child;http://dbpedia.org/ontology/author
what kind of music does irene cara perform;http://dbpedia.org/ontology/genre
where did frank hoffman die?;http://dbpedia.org/ontology/deathPlace
where in oregon was cade mcnown born?;http://dbpedia.org/ontology/birthPlace
in which polish city was helmut dudek born;http://dbpedia.org/ontology/birthPlace
where in russia did  agostinho neto pass;http://dbpedia.org/ontology/deathPlace
Who's a musician working with capitol records;http://dbpedia.org/ontology/recordLabel
what a techno album that Sandra collins released?;http://dbpedia.org/ontology/genre
what kind of tv show is frontpage;http://dbpedia.org/ontology/genre
who was born in weinheim;http://dbpedia.org/ontology/birthPlace
what is  herbert buhtzs birthplace;http://dbpedia.org/ontology/birthPlace
What album is from the J-Pop genre?;http://dbpedia.org/ontology/genre
what position in baseball does charlie french play;http://dbpedia.org/ontology/position
what's the name of a budapest-born musician;http://dbpedia.org/ontology/birthPlace
where does the artist rahbras come from;http://dbpedia.org/ontology/hometown
seetee ship is considered what genre;http://dbpedia.org/ontology/literaryGenre
what music does the cinematic orchestra perform?;http://dbpedia.org/ontology/genre
What is the nationality of richard ian cox?;http://dbpedia.org/ontology/birthPlace
What was the place of death for j. philippe rushton?;http://dbpedia.org/ontology/deathPlace
raleigh is the place of birth for whom?;http://dbpedia.org/ontology/birthPlace
What kind of music does united nations record?;http://dbpedia.org/ontology/genre
In which California city did joseph hurley die?;http://dbpedia.org/ontology/deathPlace
what type of book is fablehaven: secrets of the dragon sanctuary;http://dbpedia.org/ontology/literaryGenre
What type of music do the black eyed peas sing?;http://dbpedia.org/ontology/genre
which city did josef de mendoza y rios die;http://dbpedia.org/ontology/birthPlace
where was charles w. chesnutt given brith;http://dbpedia.org/ontology/birthPlace
where did bidhan chandra roy die?;http://dbpedia.org/ontology/deathPlace
where is the place of birth of shlomo avineri?;http://dbpedia.org/ontology/birthPlace
What film is bryan brown known for having produced?;http://dbpedia.org/ontology/producer
Name a fiction novel.;http://dbpedia.org/ontology/literaryGenre
What is a shooter game title?;http://dbpedia.org/ontology/genre
Who was born in fairborn, ohio?;http://dbpedia.org/ontology/birthPlace
what language is alyas batman at robin in?;http://dbpedia.org/ontology/language
What is a name of a strategy video game?;http://dbpedia.org/ontology/genre
What genre of music is one more goodnight kiss?;http://dbpedia.org/ontology/genre
Name a reference book;http://dbpedia.org/ontology/literaryGenre
What is the name of a surf music album released in 2003?;http://dbpedia.org/ontology/genre
what are some of the compositions made by george bruns?;http://dbpedia.org/ontology/writer
what was the place of birth of mark kelly;http://dbpedia.org/ontology/birthPlace
What is the name of the band known for its acid jazz music?;http://dbpedia.org/ontology/genre
What actress was born in samara, russia;http://dbpedia.org/ontology/birthPlace
what album is am example of hard rock?;http://dbpedia.org/ontology/genre
who produced the film tol'able david;http://dbpedia.org/ontology/producer
what movies was jackie shroff producing;http://dbpedia.org/ontology/producer
what films did lucien hubbard write?;http://dbpedia.org/ontology/writer
Name a person born in dessau;http://dbpedia.org/ontology/birthPlace
Who was birthed in petronell-carnuntum?;http://dbpedia.org/ontology/birthPlace
What gaming category is pyracurse put in;http://dbpedia.org/ontology/genre
What's the time zone used in maple lake township;http://dbpedia.org/ontology/timeZone
what is the place of birth of eugene goossens, fils;http://dbpedia.org/ontology/birthPlace
what position in football does kelly campbell play;http://dbpedia.org/ontology/position
Who is a male artist signed to sony music entertainment (japan) inc.;http://dbpedia.org/ontology/recordLabel
What kind of music does aneta langerova make;http://dbpedia.org/ontology/genre
what island is mark isip from;http://dbpedia.org/ontology/birthPlace
where is the location of carl orff's deceasement;http://dbpedia.org/ontology/deathPlace
What language is the tv program welcome to the house in?;http://dbpedia.org/ontology/language
What is the genre of the book stone spring;http://dbpedia.org/ontology/literaryGenre
what genre is blood fire death;http://dbpedia.org/ontology/genre
what films has walter hill (filmmaker) directed;http://dbpedia.org/ontology/director
where did john logie baird pass away;http://dbpedia.org/ontology/deathPlace
What sort of music does tevin campbell perform;http://dbpedia.org/ontology/genre
what kind of music can be found on the album peta strana sveta;http://dbpedia.org/ontology/genre
where was christian fabrice okoua born;http://dbpedia.org/ontology/birthPlace
What position does norm thompson play?;http://dbpedia.org/ontology/position
What's a melodic death metal album by soilwork;http://dbpedia.org/ontology/genre
which basketball position is jeff turner charged of;http://dbpedia.org/ontology/position
what book discusses about regency romance;http://dbpedia.org/ontology/literaryGenre
Where was ronald holmberg born;http://dbpedia.org/ontology/birthPlace
What genre of music is calenture;http://dbpedia.org/ontology/genre
where did mark belanger die;http://dbpedia.org/ontology/deathPlace
What genre is the album songs from the wood?;http://dbpedia.org/ontology/genre
which album was made in the experimental rock genre;http://dbpedia.org/ontology/genre
where did angus wilson pass away?;http://dbpedia.org/ontology/deathPlace
What is the birth city of william astley;http://dbpedia.org/ontology/birthPlace
which musician plays pop music;http://dbpedia.org/ontology/genre
Where was derek robinson born;http://dbpedia.org/ontology/birthPlace
what is a movie directed by robert n. bradbury;http://dbpedia.org/ontology/director
What movie did hideaki anno direct?;http://dbpedia.org/ontology/director
what genre is guitar hero iii?;http://dbpedia.org/ontology/genre
what kinds of music is from under the bleachers;http://dbpedia.org/ontology/genre
what is a worldbeat album?;http://dbpedia.org/ontology/genre
what was john oconnell's place of death;http://dbpedia.org/ontology/deathPlace
what genre is da storm;http://dbpedia.org/ontology/genre
who wrote strangers with candy;http://dbpedia.org/ontology/writer
what music genre does pusherman perform;http://dbpedia.org/ontology/genre
what is a program in the genre animated television series;http://dbpedia.org/ontology/genre
who is an american composer born in glen cove;http://dbpedia.org/ontology/birthPlace
what did leonard cohen compose;http://dbpedia.org/ontology/writer
bob fairman plays what football position?;http://dbpedia.org/ontology/position
what label does the artist  mishoshamara record under;http://dbpedia.org/ontology/recordLabel
What's an album that would be classified hard rock;http://dbpedia.org/ontology/genre
what type of music is played in god bless tiny tim;http://dbpedia.org/ontology/genre
Which city does the station wjbk serve;http://dbpedia.org/ontology/location
who is from hampstead;http://dbpedia.org/ontology/birthPlace
where was matthew dixon born;http://dbpedia.org/ontology/birthPlace
who directed battling with buffalo bill;http://dbpedia.org/ontology/director
which city did john russell die;http://dbpedia.org/ontology/deathPlace
Where was thom christopher born;http://dbpedia.org/ontology/birthPlace
what kind of television show is the gates?;http://dbpedia.org/ontology/genre
who was born in split, croatia?;http://dbpedia.org/ontology/birthPlace
What type of music is on the album kollaps tradixionales;http://dbpedia.org/ontology/genre
what is the genre of the album ugasi me?;http://dbpedia.org/ontology/genre
whats was the birthplace of james smith (delegate);http://dbpedia.org/ontology/birthPlace
where is friedrich fangohr's place of death?;http://dbpedia.org/ontology/deathPlace
Who composed be my yoko ono?;http://dbpedia.org/ontology/writer
What film did mike tollin direct;http://dbpedia.org/ontology/director
what film did olivier assayas write?;http://dbpedia.org/ontology/writer
what albums play ambient music;http://dbpedia.org/ontology/genre
what literary genre is the book  summer knight;http://dbpedia.org/ontology/literaryGenre
what films have norman jewison produced?;http://dbpedia.org/ontology/producer
what is  alberto almicis position in soccer;http://dbpedia.org/ontology/position
Where was masakazu konishi born?;http://dbpedia.org/ontology/birthPlace
What would be called an emo band;http://dbpedia.org/ontology/genre
who directed the film throw momma from the train;http://dbpedia.org/ontology/director
who is the author of yonder;http://dbpedia.org/ontology/author
what is a british adventure film;http://dbpedia.org/ontology/genre
who wrote not in the flesh;http://dbpedia.org/ontology/author
what film did shinobu hashimoto write;http://dbpedia.org/ontology/writer
Name a grunge musician.;http://dbpedia.org/ontology/genre
who was born in mayaguez;http://dbpedia.org/ontology/birthPlace
who is a starting pitcher in the sport of baseball?;http://dbpedia.org/ontology/position
who is an artist that makes pop music?;http://dbpedia.org/ontology/genre
Name someone born in the russian empire;http://dbpedia.org/ontology/birthPlace
in what city was daniel briley born;http://dbpedia.org/ontology/birthPlace
What genre does jennifer rush perform;http://dbpedia.org/ontology/genre
what is roddy piper's birthplace;http://dbpedia.org/ontology/birthPlace
what is benny greb's nationality;http://dbpedia.org/ontology/hometown
Who is an artist signed to myrrh records;http://dbpedia.org/ontology/recordLabel
what is the original language of runaway horses;http://dbpedia.org/ontology/language
What kind of music is aloha manitoba;http://dbpedia.org/ontology/genre
what is the position of al clauss?;http://dbpedia.org/ontology/position
What composition did maurice gibb compose?;http://dbpedia.org/ontology/writer
what language was used during the film  year one;http://dbpedia.org/ontology/language
who was born in amman?;http://dbpedia.org/ontology/birthPlace
Who's a french musician that writes black metal music;http://dbpedia.org/ontology/genre
what city was nicola duffett born in;http://dbpedia.org/ontology/birthPlace
what kind of music does nino play;http://dbpedia.org/ontology/genre
which city was ettore mendicino born in;http://dbpedia.org/ontology/birthPlace
What film did charles perrault contribute to?;http://dbpedia.org/ontology/writer
what types of music is created by 5 seconds of summer;http://dbpedia.org/ontology/genre
what was misko kranjec's place of death;http://dbpedia.org/ontology/deathPlace
Which position does luis hernan mosquera play;http://dbpedia.org/ontology/position
who played pitcher for the philadelphia athletics baseball team?;http://dbpedia.org/ontology/position
which album falls under the genre of jazz music;http://dbpedia.org/ontology/genre
what types of music is played by cserhati zsuzsa;http://dbpedia.org/ontology/genre
What is a TV program that is considered a documentary film;http://dbpedia.org/ontology/genre
who was born in kolkata;http://dbpedia.org/ontology/birthPlace
What film did adam sandler produce?;http://dbpedia.org/ontology/producer
what artist creates soul music;http://dbpedia.org/ontology/genre
What is the original soul of michael jackson's genre;http://dbpedia.org/ontology/genre
Who was born in wakefield.;http://dbpedia.org/ontology/birthPlace
what position does dexter mccleon play in football;http://dbpedia.org/ontology/position
What type of video game is bases loaded 96: double header;http://dbpedia.org/ontology/genre
where did enrique hertzog die;http://dbpedia.org/ontology/deathPlace
Which city was bryan deasley born in;http://dbpedia.org/ontology/birthPlace
What is the name of a real-time strategy game;http://dbpedia.org/ontology/genre
What book is a dystopia genre?;http://dbpedia.org/ontology/literaryGenre
what is the genre of the artist gentle giant;http://dbpedia.org/ontology/genre
What genre is no cause for alarm;http://dbpedia.org/ontology/genre
Name an artist that is associated with ambient music;http://dbpedia.org/ontology/genre
what position does bolo play;http://dbpedia.org/ontology/position
what kind of music does cjchenier play;http://dbpedia.org/ontology/genre
Which country is robert da silva almeida originally from?;http://dbpedia.org/ontology/birthPlace
What did john norman write?;http://dbpedia.org/ontology/author
which director was born in munich?;http://dbpedia.org/ontology/birthPlace
where in california did george memmoli die;http://dbpedia.org/ontology/deathPlace
What genre was the book the key to midnight;http://dbpedia.org/ontology/literaryGenre
What genre of music does  the artist us5com produce;http://dbpedia.org/ontology/genre
Which musical genre is j mascis + the fog in?;http://dbpedia.org/ontology/genre
who is the producer of the african queen (film)?;http://dbpedia.org/ontology/producer
what song did cheryl wheeler write lyrics for?;http://dbpedia.org/ontology/writer
What is natalie browne's nationality;http://dbpedia.org/ontology/hometown
Who's a footballer that was born in ruzomberok;http://dbpedia.org/ontology/birthPlace
what type of book is mendoza in hollywood;http://dbpedia.org/ontology/literaryGenre
eleanor hallowell abbott died where?;http://dbpedia.org/ontology/deathPlace
where in mexico did  mike seal die;http://dbpedia.org/ontology/birthPlace
what is the genre of the artist honeytribe;http://dbpedia.org/ontology/genre
what is a work by zack de la rocha;http://dbpedia.org/ontology/writer
What is the name of an album by an arena rock band;http://dbpedia.org/ontology/genre
which physician was born in washington, d.c.?;http://dbpedia.org/ontology/birthPlace
What is the title of a book in the fiction literary genre?;http://dbpedia.org/ontology/literaryGenre
what is a tourist attraction in warsaw;http://dbpedia.org/ontology/location
Where was donovan simmonds's place of birth?;http://dbpedia.org/ontology/birthPlace
Who produced ninth street?;http://dbpedia.org/ontology/producer
What is bill anderson's place of death?;http://dbpedia.org/ontology/deathPlace
What genre is the computer videogame rule of rose;http://dbpedia.org/ontology/genre
what album is in pop music;http://dbpedia.org/ontology/genre
where was jon koncak given birth;http://dbpedia.org/ontology/birthPlace
what kind of music did kindness make?;http://dbpedia.org/ontology/genre
which time zone is corsicana located in;http://dbpedia.org/ontology/timeZone
which city was henri busser born in;http://dbpedia.org/ontology/birthPlace
where did theodor lipps die;http://dbpedia.org/ontology/deathPlace
who as born in  bethnal green;http://dbpedia.org/ontology/birthPlace
which pasadena episodes were directed by diane keaton?;http://dbpedia.org/ontology/director
what is a fiction book title;http://dbpedia.org/ontology/literaryGenre
in which popular city in Scandinavia was gunnel vallquist born;http://dbpedia.org/ontology/birthPlace
what kind of game is soldier blade;http://dbpedia.org/ontology/genre
what type of music is the damning well;http://dbpedia.org/ontology/genre
What type of music does jasmin basic make;http://dbpedia.org/ontology/genre
which asian american professor was born in the united states?;http://dbpedia.org/ontology/birthPlace
What is the name of a speculative fiction book;http://dbpedia.org/ontology/literaryGenre
where was luisa diogo born;http://dbpedia.org/ontology/birthPlace
under capricorn was produced by who;http://dbpedia.org/ontology/producer
who directed the film x-men origins: wolverine;http://dbpedia.org/ontology/director
What genre of music is the album Punch the Clock?;http://dbpedia.org/ontology/genre
who was born in bergen?;http://dbpedia.org/ontology/birthPlace
What genre of netflix could the film sleeper cell be found in?;http://dbpedia.org/ontology/genre
Where was svetlana surganova born?;http://dbpedia.org/ontology/birthPlace
what kind of rock music is on the ghana album;http://dbpedia.org/ontology/genre
which baseball player was an infielder;http://dbpedia.org/ontology/position
what film did darren lynn bousman direct;http://dbpedia.org/ontology/director
what offensive position does football player dave wilson play;http://dbpedia.org/ontology/position
what position does george kerr play;http://dbpedia.org/ontology/position
who wrote the movie vagabond;http://dbpedia.org/ontology/writer
Where in europe is st benedicts church, haltham-on-bain;http://dbpedia.org/ontology/location
Where is skinv2 from;http://dbpedia.org/ontology/hometown
who is someone born in vincennes;http://dbpedia.org/ontology/birthPlace
what is a country album?;http://dbpedia.org/ontology/genre
where was will wolford born;http://dbpedia.org/ontology/birthPlace
what kinds of music is illuminate;http://dbpedia.org/ontology/genre
Where was Ibrahim aydemir born?;http://dbpedia.org/ontology/birthPlace
"Who was the author of ""Redeeming Love""?";http://dbpedia.org/ontology/author
where is iraj janatie ataie from;http://dbpedia.org/ontology/birthPlace
Who is a funk rock artist?;http://dbpedia.org/ontology/genre
Which Japanese artist recorded jazz music?;http://dbpedia.org/ontology/genre
what is a language featured on sonnal thaan kaadhala;http://dbpedia.org/ontology/language
Name an indie rock artist.;http://dbpedia.org/ontology/genre
what genre of music does nan vernon play in?;http://dbpedia.org/ontology/genre
what albums are rock music albums;http://dbpedia.org/ontology/genre
is roll over and play live a hard rock album or an electronica album;http://dbpedia.org/ontology/genre
which us city is peter stephen du ponceau's place of death?;http://dbpedia.org/ontology/deathPlace
Name someone who was born in boston;http://dbpedia.org/ontology/birthPlace
who is a groove metal artist;http://dbpedia.org/ontology/genre
Name a jazz album.;http://dbpedia.org/ontology/genre
what is the name of the individual that produced busting;http://dbpedia.org/ontology/producer
which film has rohit shetty worked on;http://dbpedia.org/ontology/director
what software genre is kopete a part of;http://dbpedia.org/ontology/genre
who with the middle name frank was born at the roxbury;http://dbpedia.org/ontology/birthPlace
what kind of game is hail to the chimp;http://dbpedia.org/ontology/genre
what is a film directed by stephan elliott;http://dbpedia.org/ontology/director
What country is bobby foglesong from?;http://dbpedia.org/ontology/birthPlace
Where was davide perino born?;http://dbpedia.org/ontology/birthPlace
which position did fousseyni cisse play on the football pitch;http://dbpedia.org/ontology/position
Where was clark griffith deceased?;http://dbpedia.org/ontology/deathPlace
